ticket_no,flights_count,city_departure,city_arrival
5432374581   ,3,Anapa,Moscow
5432374582   ,3,Anapa,Moscow
5432374583   ,3,Anapa,Moscow
5432374584   ,3,Anapa,Moscow
5432374585   ,3,Anapa,Moscow
5432374586   ,3,Anapa,Moscow
5432374587   ,3,Anapa,Moscow
5432374588   ,3,Anapa,Moscow
5432374589   ,3,Anapa,Moscow
5432374590   ,3,Anapa,Moscow
5432374591   ,3,Anapa,Moscow
5432374592   ,3,Anapa,Moscow
5432374593   ,3,Anapa,Moscow
5432374594   ,3,Anapa,Moscow
5432374595   ,3,Anapa,Moscow
5432374596   ,3,Anapa,Moscow
5432374597   ,3,Anapa,Moscow
5432374598   ,3,Anapa,Moscow
5432374599   ,3,Anapa,Moscow
5432374600   ,3,Anapa,Moscow
5432374601   ,3,Anapa,Moscow
5432374602   ,3,Anapa,Moscow
5432374603   ,3,Anapa,Moscow
5432374604   ,3,Anapa,Moscow
5432374605   ,3,Anapa,Moscow
5432374606   ,3,Anapa,Moscow
5432374607   ,3,Anapa,Moscow
5432374608   ,3,Anapa,Moscow
5432374609   ,3,Anapa,Moscow
5432374610   ,3,Anapa,Moscow
5432374611   ,3,Anapa,Moscow
5432374612   ,3,Anapa,Moscow
5432374613   ,3,Anapa,Moscow
5432374614   ,3,Anapa,Moscow
5432374615   ,3,Anapa,Moscow
5432374616   ,3,Anapa,Moscow
5432374617   ,3,Anapa,Moscow
5432374618   ,3,Anapa,Moscow
5432374619   ,3,Anapa,Moscow
5432374620   ,3,Anapa,Moscow
5432374621   ,3,Anapa,Moscow
5432374622   ,4,Belgorod,Moscow
5432374622   ,4,Belgorod,Moscow
5432374623   ,4,Belgorod,Moscow
5432374623   ,4,Belgorod,Moscow
5432374624   ,4,Belgorod,Moscow
5432374624   ,4,Belgorod,Moscow
5432374625   ,4,Belgorod,Moscow
5432374625   ,4,Belgorod,Moscow
5432374626   ,4,Belgorod,Moscow
5432374626   ,4,Belgorod,Moscow
5432374627   ,4,Belgorod,Moscow
5432374627   ,4,Belgorod,Moscow
5432374628   ,4,Belgorod,Moscow
5432374628   ,4,Belgorod,Moscow
5432374629   ,4,Belgorod,Moscow
5432374629   ,4,Belgorod,Moscow
5432374630   ,4,Belgorod,Moscow
5432374630   ,4,Belgorod,Moscow
5432374631   ,4,Belgorod,Moscow
5432374631   ,4,Belgorod,Moscow
5432374632   ,4,Belgorod,Moscow
5432374632   ,4,Belgorod,Moscow
5432374633   ,4,Belgorod,Moscow
5432374633   ,4,Belgorod,Moscow
5432374634   ,4,Belgorod,Moscow
5432374634   ,4,Belgorod,Moscow
5432374635   ,4,Belgorod,Moscow
5432374635   ,4,Belgorod,Moscow
5432374636   ,4,Belgorod,Moscow
5432374636   ,4,Belgorod,Moscow
5432374637   ,4,Belgorod,Moscow
5432374637   ,4,Belgorod,Moscow
5432374638   ,4,Belgorod,Moscow
5432374638   ,4,Belgorod,Moscow
5432374639   ,4,Belgorod,Moscow
5432374639   ,4,Belgorod,Moscow
5432374640   ,4,Belgorod,Moscow
5432374640   ,4,Belgorod,Moscow
5432374641   ,4,Belgorod,Moscow
5432374641   ,4,Belgorod,Moscow
5432374642   ,4,Belgorod,Moscow
5432374642   ,4,Belgorod,Moscow
5432374643   ,4,Belgorod,Moscow
5432374643   ,4,Belgorod,Moscow
5432374644   ,4,Belgorod,Moscow
5432374644   ,4,Belgorod,Moscow
5432374645   ,4,Belgorod,Moscow
5432374645   ,4,Belgorod,Moscow
5432374646   ,4,Belgorod,Moscow
5432374646   ,4,Belgorod,Moscow
5432374647   ,4,Belgorod,Moscow
5432374647   ,4,Belgorod,Moscow
5432374648   ,4,Belgorod,Moscow
5432374648   ,4,Belgorod,Moscow
5432374649   ,4,Belgorod,Moscow
5432374649   ,4,Belgorod,Moscow
5432374650   ,4,Belgorod,Moscow
5432374650   ,4,Belgorod,Moscow
5432374651   ,4,Belgorod,Moscow
5432374651   ,4,Belgorod,Moscow
5432374652   ,4,Belgorod,Moscow
5432374652   ,4,Belgorod,Moscow
5432374653   ,4,Belgorod,Moscow
5432374653   ,4,Belgorod,Moscow
5432374654   ,4,Belgorod,Moscow
5432374654   ,4,Belgorod,Moscow
5432374655   ,4,Belgorod,Moscow
5432374655   ,4,Belgorod,Moscow
5432374656   ,4,Belgorod,Moscow
5432374656   ,4,Belgorod,Moscow
5432374657   ,4,Belgorod,Moscow
5432374657   ,4,Belgorod,Moscow
5432374658   ,4,Belgorod,Moscow
5432374658   ,4,Belgorod,Moscow
5432374659   ,4,Belgorod,Moscow
5432374659   ,4,Belgorod,Moscow
5432374660   ,4,Belgorod,Moscow
5432374660   ,4,Belgorod,Moscow
5432374661   ,4,Belgorod,Moscow
5432374661   ,4,Belgorod,Moscow
5432374662   ,4,Belgorod,Moscow
5432374662   ,4,Belgorod,Moscow
5432374663   ,4,Belgorod,Moscow
5432374663   ,4,Belgorod,Moscow
5432374664   ,4,Belgorod,Moscow
5432374664   ,4,Belgorod,Moscow
5432374665   ,4,Belgorod,Moscow
5432374665   ,4,Belgorod,Moscow
5432374666   ,4,Belgorod,Moscow
5432374666   ,4,Belgorod,Moscow
5432374667   ,6,Moscow,Moscow
5432374667   ,6,Moscow,Moscow
5432374668   ,6,Moscow,Moscow
5432374668   ,6,Moscow,Moscow
5432374669   ,6,Moscow,Moscow
5432374669   ,6,Moscow,Moscow
5432374670   ,6,Moscow,Moscow
5432374670   ,6,Moscow,Moscow
5432374671   ,6,Moscow,Moscow
5432374671   ,6,Moscow,Moscow
5432374672   ,6,Moscow,Moscow
5432374672   ,6,Moscow,Moscow
5432374673   ,6,Moscow,Moscow
5432374673   ,6,Moscow,Moscow
5432374674   ,6,Moscow,Moscow
5432374674   ,6,Moscow,Moscow
5432374675   ,6,Moscow,Moscow
5432374675   ,6,Moscow,Moscow
5432374676   ,6,Moscow,Moscow
5432374676   ,6,Moscow,Moscow
5432374677   ,6,Moscow,Moscow
5432374677   ,6,Moscow,Moscow
5432374678   ,6,Moscow,Moscow
5432374678   ,6,Moscow,Moscow
5432374679   ,6,Moscow,Moscow
5432374679   ,6,Moscow,Moscow
5432374680   ,6,Moscow,Moscow
5432374680   ,6,Moscow,Moscow
5432374681   ,6,Moscow,Moscow
5432374681   ,6,Moscow,Moscow
5432374682   ,6,Moscow,Moscow
5432374682   ,6,Moscow,Moscow
5432374683   ,6,Moscow,Moscow
5432374683   ,6,Moscow,Moscow
5432374684   ,6,Moscow,Moscow
5432374684   ,6,Moscow,Moscow
5432374685   ,6,Moscow,Moscow
5432374685   ,6,Moscow,Moscow
5432374686   ,6,Moscow,Moscow
5432374686   ,6,Moscow,Moscow
5432374687   ,6,Moscow,Moscow
5432374687   ,6,Moscow,Moscow
5432374688   ,6,Moscow,Moscow
5432374688   ,6,Moscow,Moscow
5432374689   ,6,Moscow,Moscow
5432374689   ,6,Moscow,Moscow
5432374690   ,6,Moscow,Moscow
5432374690   ,6,Moscow,Moscow
5432374691   ,6,Moscow,Moscow
5432374691   ,6,Moscow,Moscow
5432374692   ,6,Moscow,Moscow
5432374692   ,6,Moscow,Moscow
5432374693   ,6,Moscow,Moscow
5432374693   ,6,Moscow,Moscow
5432374694   ,6,Moscow,Moscow
5432374694   ,6,Moscow,Moscow
5432374695   ,6,Moscow,Moscow
5432374695   ,6,Moscow,Moscow
5432374696   ,6,Moscow,Moscow
5432374696   ,6,Moscow,Moscow
5432374697   ,6,Moscow,Moscow
5432374697   ,6,Moscow,Moscow
5432374698   ,6,Moscow,Moscow
5432374698   ,6,Moscow,Moscow
5432374699   ,6,Moscow,Moscow
5432374699   ,6,Moscow,Moscow
5432374700   ,6,Moscow,Moscow
5432374700   ,6,Moscow,Moscow
5432374701   ,6,Moscow,Moscow
5432374701   ,6,Moscow,Moscow
5432374702   ,6,Moscow,Moscow
5432374702   ,6,Moscow,Moscow
5432374703   ,6,Moscow,Moscow
5432374703   ,6,Moscow,Moscow
5432374704   ,6,Moscow,Moscow
5432374704   ,6,Moscow,Moscow
5432374705   ,6,Moscow,Moscow
5432374705   ,6,Moscow,Moscow
5432374706   ,6,Moscow,Moscow
5432374706   ,6,Moscow,Moscow
5432374707   ,6,Moscow,Moscow
5432374707   ,6,Moscow,Moscow
5432374708   ,6,Moscow,Moscow
5432374708   ,6,Moscow,Moscow
5432374709   ,6,Moscow,Moscow
5432374709   ,6,Moscow,Moscow
5432374710   ,6,Moscow,Moscow
5432374710   ,6,Moscow,Moscow
5432374711   ,6,Moscow,Moscow
5432374711   ,6,Moscow,Moscow
5432374712   ,6,Moscow,Moscow
5432374712   ,6,Moscow,Moscow
5432374713   ,6,Moscow,Moscow
5432374713   ,6,Moscow,Moscow
5432374714   ,6,Moscow,Moscow
5432374714   ,6,Moscow,Moscow
5432374715   ,6,Moscow,Moscow
5432374715   ,6,Moscow,Moscow
5432374716   ,6,Moscow,Moscow
5432374716   ,6,Moscow,Moscow
5432374717   ,6,Moscow,Moscow
5432374717   ,6,Moscow,Moscow
5432374718   ,6,Moscow,Moscow
5432374718   ,6,Moscow,Moscow
5432374719   ,6,Moscow,Moscow
5432374719   ,6,Moscow,Moscow
5432374720   ,6,Moscow,Moscow
5432374720   ,6,Moscow,Moscow
5432374721   ,6,Moscow,Moscow
5432374721   ,6,Moscow,Moscow
5432374722   ,6,Moscow,Moscow
5432374722   ,6,Moscow,Moscow
5432374723   ,6,Moscow,Moscow
5432374723   ,6,Moscow,Moscow
5432374724   ,6,Moscow,Moscow
5432374724   ,6,Moscow,Moscow
5432374725   ,6,Moscow,Moscow
5432374725   ,6,Moscow,Moscow
5432374726   ,6,Moscow,Moscow
5432374726   ,6,Moscow,Moscow
5432374727   ,6,Moscow,Moscow
5432374727   ,6,Moscow,Moscow
5432374728   ,6,Moscow,Moscow
5432374728   ,6,Moscow,Moscow
5432374729   ,6,Moscow,Moscow
5432374729   ,6,Moscow,Moscow
5432374730   ,6,Moscow,Moscow
5432374730   ,6,Moscow,Moscow
5432374731   ,6,Moscow,Moscow
5432374731   ,6,Moscow,Moscow
5432374732   ,6,Moscow,Moscow
5432374732   ,6,Moscow,Moscow
5432374733   ,6,Moscow,Moscow
5432374733   ,6,Moscow,Moscow
5432374734   ,6,Moscow,Moscow
5432374734   ,6,Moscow,Moscow
5432374735   ,6,Moscow,Moscow
5432374735   ,6,Moscow,Moscow
5432374736   ,6,Moscow,Moscow
5432374736   ,6,Moscow,Moscow
5432374737   ,6,Moscow,Moscow
5432374737   ,6,Moscow,Moscow
5432374738   ,6,Moscow,Moscow
5432374738   ,6,Moscow,Moscow
5432374739   ,6,Moscow,Moscow
5432374739   ,6,Moscow,Moscow
5432374740   ,6,Moscow,Moscow
5432374740   ,6,Moscow,Moscow
5432374741   ,6,Moscow,Moscow
5432374741   ,6,Moscow,Moscow
5432374742   ,6,Moscow,Moscow
5432374742   ,6,Moscow,Moscow
5432374743   ,6,Moscow,Moscow
5432374743   ,6,Moscow,Moscow
5432374744   ,6,Moscow,Moscow
5432374744   ,6,Moscow,Moscow
5432374745   ,6,Moscow,Moscow
5432374745   ,6,Moscow,Moscow
5432374746   ,6,Moscow,Moscow
5432374746   ,6,Moscow,Moscow
5432374747   ,6,Moscow,Moscow
5432374747   ,6,Moscow,Moscow
5432374748   ,6,Moscow,Moscow
5432374748   ,6,Moscow,Moscow
5432374749   ,6,Moscow,Moscow
5432374749   ,6,Moscow,Moscow
5432374750   ,6,Moscow,Moscow
5432374750   ,6,Moscow,Moscow
5432374751   ,6,Moscow,Moscow
5432374751   ,6,Moscow,Moscow
5432374752   ,6,Moscow,Moscow
5432374752   ,6,Moscow,Moscow
5432374753   ,6,Moscow,Moscow
5432374753   ,6,Moscow,Moscow
5432374754   ,6,Moscow,Moscow
5432374754   ,6,Moscow,Moscow
5432374755   ,6,Moscow,Moscow
5432374755   ,6,Moscow,Moscow
5432374756   ,6,Moscow,Moscow
5432374756   ,6,Moscow,Moscow
5432374757   ,6,Moscow,Moscow
5432374757   ,6,Moscow,Moscow
5432374758   ,6,Moscow,Moscow
5432374758   ,6,Moscow,Moscow
5432374759   ,6,Moscow,Moscow
5432374759   ,6,Moscow,Moscow
5432374760   ,6,Moscow,Moscow
5432374760   ,6,Moscow,Moscow
5432374761   ,6,Moscow,Moscow
5432374761   ,6,Moscow,Moscow
5432374762   ,6,Moscow,Moscow
5432374762   ,6,Moscow,Moscow
5432374763   ,6,Moscow,Moscow
5432374763   ,6,Moscow,Moscow
5432374764   ,6,Moscow,Moscow
5432374764   ,6,Moscow,Moscow
5432374765   ,6,Moscow,Moscow
5432374765   ,6,Moscow,Moscow
5432374766   ,6,Moscow,Moscow
5432374766   ,6,Moscow,Moscow
5432374767   ,6,Moscow,Moscow
5432374767   ,6,Moscow,Moscow
5432374768   ,6,Moscow,Moscow
5432374768   ,6,Moscow,Moscow
5432374769   ,6,Moscow,Moscow
5432374769   ,6,Moscow,Moscow
5432374770   ,6,Moscow,Moscow
5432374770   ,6,Moscow,Moscow
5432374771   ,6,Moscow,Moscow
5432374771   ,6,Moscow,Moscow
5432374772   ,6,Moscow,Moscow
5432374772   ,6,Moscow,Moscow
5432374773   ,6,Moscow,Moscow
5432374773   ,6,Moscow,Moscow
5432374774   ,6,Moscow,Moscow
5432374774   ,6,Moscow,Moscow
5432374775   ,6,Moscow,Moscow
5432374775   ,6,Moscow,Moscow
5432374776   ,6,Moscow,Moscow
5432374776   ,6,Moscow,Moscow
5432374777   ,6,Moscow,Moscow
5432374777   ,6,Moscow,Moscow
5432374778   ,6,Moscow,Moscow
5432374778   ,6,Moscow,Moscow
5432374779   ,6,Moscow,Moscow
5432374779   ,6,Moscow,Moscow
5432374780   ,6,Moscow,Moscow
5432374780   ,6,Moscow,Moscow
5432374781   ,6,Moscow,Moscow
5432374781   ,6,Moscow,Moscow
5432374782   ,6,Moscow,Moscow
5432374782   ,6,Moscow,Moscow
5432374783   ,6,Moscow,Moscow
5432374783   ,6,Moscow,Moscow
5432374784   ,6,Moscow,Moscow
5432374784   ,6,Moscow,Moscow
5432374785   ,6,Moscow,Moscow
5432374785   ,6,Moscow,Moscow
5432374786   ,6,Moscow,Moscow
5432374786   ,6,Moscow,Moscow
5432374787   ,6,Moscow,Moscow
5432374787   ,6,Moscow,Moscow
5432374788   ,6,Moscow,Moscow
5432374788   ,6,Moscow,Moscow
5432374789   ,6,Moscow,Moscow
5432374789   ,6,Moscow,Moscow
5432374790   ,6,Moscow,Moscow
5432374790   ,6,Moscow,Moscow
5432374791   ,6,Moscow,Moscow
5432374791   ,6,Moscow,Moscow
5432374792   ,6,Moscow,Moscow
5432374792   ,6,Moscow,Moscow
5432374793   ,6,Moscow,Moscow
5432374793   ,6,Moscow,Moscow
5432374794   ,6,Moscow,Moscow
5432374794   ,6,Moscow,Moscow
5432374795   ,6,Moscow,Moscow
5432374795   ,6,Moscow,Moscow
5432374796   ,6,Moscow,Moscow
5432374796   ,6,Moscow,Moscow
5432374797   ,6,Moscow,Moscow
5432374797   ,6,Moscow,Moscow
5432374798   ,6,Moscow,Moscow
5432374798   ,6,Moscow,Moscow
5432374799   ,6,Moscow,Moscow
5432374799   ,6,Moscow,Moscow
5432374800   ,6,Moscow,Moscow
5432374800   ,6,Moscow,Moscow
5432374801   ,6,Moscow,Moscow
5432374801   ,6,Moscow,Moscow
5432374802   ,6,Moscow,Moscow
5432374802   ,6,Moscow,Moscow
5432374803   ,6,Moscow,Moscow
5432374803   ,6,Moscow,Moscow
5432374804   ,6,Moscow,Moscow
5432374804   ,6,Moscow,Moscow
5432374805   ,6,Moscow,Moscow
5432374805   ,6,Moscow,Moscow
5432374806   ,6,Moscow,Moscow
5432374806   ,6,Moscow,Moscow
5432374807   ,6,Moscow,Moscow
5432374807   ,6,Moscow,Moscow
5432374808   ,6,Moscow,Moscow
5432374808   ,6,Moscow,Moscow
5432374809   ,6,Moscow,Moscow
5432374809   ,6,Moscow,Moscow
5432374810   ,6,Moscow,Moscow
5432374810   ,6,Moscow,Moscow
5432374811   ,6,Moscow,Moscow
5432374811   ,6,Moscow,Moscow
5432374812   ,6,Moscow,Moscow
5432374812   ,6,Moscow,Moscow
5432374813   ,6,Moscow,Moscow
5432374813   ,6,Moscow,Moscow
5432374814   ,6,Moscow,Moscow
5432374814   ,6,Moscow,Moscow
5432374815   ,6,Moscow,Moscow
5432374815   ,6,Moscow,Moscow
5432374816   ,6,Moscow,Moscow
5432374816   ,6,Moscow,Moscow
5432374817   ,6,Moscow,Moscow
5432374817   ,6,Moscow,Moscow
5432374818   ,6,Moscow,Moscow
5432374818   ,6,Moscow,Moscow
5432374819   ,6,Moscow,Moscow
5432374819   ,6,Moscow,Moscow
5432374820   ,6,Moscow,Moscow
5432374820   ,6,Moscow,Moscow
5432374821   ,6,Moscow,Moscow
5432374821   ,6,Moscow,Moscow
5432374822   ,6,Moscow,Moscow
5432374822   ,6,Moscow,Moscow
5432374823   ,6,Moscow,Moscow
5432374823   ,6,Moscow,Moscow
5432374824   ,6,Moscow,Moscow
5432374824   ,6,Moscow,Moscow
5432374825   ,6,Moscow,Moscow
5432374825   ,6,Moscow,Moscow
5432374826   ,6,Moscow,Moscow
5432374826   ,6,Moscow,Moscow
5432374827   ,6,Moscow,Moscow
5432374827   ,6,Moscow,Moscow
5432374828   ,6,Moscow,Moscow
5432374828   ,6,Moscow,Moscow
5432374829   ,6,Moscow,Moscow
5432374829   ,6,Moscow,Moscow
5432374830   ,6,Moscow,Moscow
5432374830   ,6,Moscow,Moscow
5432374831   ,6,Moscow,Moscow
5432374831   ,6,Moscow,Moscow
5432374832   ,6,Moscow,Moscow
5432374832   ,6,Moscow,Moscow
5432374833   ,6,Moscow,Moscow
5432374833   ,6,Moscow,Moscow
5432374834   ,6,Moscow,Moscow
5432374834   ,6,Moscow,Moscow
5432374835   ,6,Moscow,Moscow
5432374835   ,6,Moscow,Moscow
5432374836   ,6,Moscow,Moscow
5432374836   ,6,Moscow,Moscow
5432374837   ,6,Moscow,Moscow
5432374837   ,6,Moscow,Moscow
5432374838   ,6,Moscow,Moscow
5432374838   ,6,Moscow,Moscow
5432374839   ,6,Moscow,Moscow
5432374839   ,6,Moscow,Moscow
5432374840   ,6,Moscow,Moscow
5432374840   ,6,Moscow,Moscow
5432374841   ,6,Moscow,Moscow
5432374841   ,6,Moscow,Moscow
5432374842   ,6,Moscow,Moscow
5432374842   ,6,Moscow,Moscow
5432374843   ,6,Moscow,Moscow
5432374843   ,6,Moscow,Moscow
5432374844   ,6,Moscow,Moscow
5432374844   ,6,Moscow,Moscow
5432374845   ,6,Moscow,Moscow
5432374845   ,6,Moscow,Moscow
5432374846   ,6,Moscow,Moscow
5432374846   ,6,Moscow,Moscow
5432374847   ,6,Moscow,Moscow
5432374847   ,6,Moscow,Moscow
5432374848   ,6,Moscow,Moscow
5432374848   ,6,Moscow,Moscow
5432374849   ,6,Moscow,Moscow
5432374849   ,6,Moscow,Moscow
5432374850   ,6,Moscow,Moscow
5432374850   ,6,Moscow,Moscow
5432374851   ,6,Moscow,Moscow
5432374851   ,6,Moscow,Moscow
5432374852   ,6,Moscow,Moscow
5432374852   ,6,Moscow,Moscow
5432374853   ,6,Moscow,Moscow
5432374853   ,6,Moscow,Moscow
5432374854   ,6,Moscow,Moscow
5432374854   ,6,Moscow,Moscow
5432374855   ,6,Moscow,Moscow
5432374855   ,6,Moscow,Moscow
5432374856   ,6,Moscow,Moscow
5432374856   ,6,Moscow,Moscow
5432374857   ,6,Moscow,Moscow
5432374857   ,6,Moscow,Moscow
5432374858   ,6,Moscow,Moscow
5432374858   ,6,Moscow,Moscow
5432374859   ,6,Moscow,Moscow
5432374859   ,6,Moscow,Moscow
5432374860   ,6,Moscow,Moscow
5432374860   ,6,Moscow,Moscow
5432374861   ,6,Moscow,Moscow
5432374861   ,6,Moscow,Moscow
5432374862   ,6,Moscow,Moscow
5432374862   ,6,Moscow,Moscow
5432374863   ,6,Moscow,Moscow
5432374863   ,6,Moscow,Moscow
5432374864   ,6,Moscow,Moscow
5432374864   ,6,Moscow,Moscow
5432374865   ,6,Moscow,Moscow
5432374865   ,6,Moscow,Moscow
5432374866   ,6,Moscow,Moscow
5432374866   ,6,Moscow,Moscow
5432374867   ,6,Moscow,Moscow
5432374867   ,6,Moscow,Moscow
5432374868   ,6,Moscow,Moscow
5432374868   ,6,Moscow,Moscow
5432374869   ,6,Moscow,Moscow
5432374869   ,6,Moscow,Moscow
5432374870   ,6,Moscow,Moscow
5432374870   ,6,Moscow,Moscow
5432374871   ,6,Moscow,Moscow
5432374871   ,6,Moscow,Moscow
5432374872   ,6,Moscow,Moscow
5432374872   ,6,Moscow,Moscow
5432374873   ,6,Moscow,Moscow
5432374873   ,6,Moscow,Moscow
5432374874   ,6,Moscow,Moscow
5432374874   ,6,Moscow,Moscow
5432374875   ,6,Moscow,Moscow
5432374875   ,6,Moscow,Moscow
5432374876   ,6,Moscow,Moscow
5432374876   ,6,Moscow,Moscow
5432374877   ,6,Moscow,Moscow
5432374877   ,6,Moscow,Moscow
5432374878   ,6,Moscow,Moscow
5432374878   ,6,Moscow,Moscow
5432374879   ,6,Moscow,Moscow
5432374879   ,6,Moscow,Moscow
5432374880   ,6,Moscow,Moscow
5432374880   ,6,Moscow,Moscow
5432374881   ,6,Moscow,Moscow
5432374881   ,6,Moscow,Moscow
5432374882   ,6,Moscow,Moscow
5432374882   ,6,Moscow,Moscow
5432374883   ,6,Moscow,Moscow
5432374883   ,6,Moscow,Moscow
5432374884   ,6,Moscow,Moscow
5432374884   ,6,Moscow,Moscow
5432374885   ,6,Moscow,Moscow
5432374885   ,6,Moscow,Moscow
5432374886   ,6,Moscow,Moscow
5432374886   ,6,Moscow,Moscow
5432374887   ,6,Moscow,Moscow
5432374887   ,6,Moscow,Moscow
5432374888   ,6,Moscow,Moscow
5432374888   ,6,Moscow,Moscow
5432374889   ,6,Moscow,Moscow
5432374889   ,6,Moscow,Moscow
5432374890   ,6,Moscow,Moscow
5432374890   ,6,Moscow,Moscow
5432374891   ,6,Moscow,Moscow
5432374891   ,6,Moscow,Moscow
5432374892   ,6,Moscow,Moscow
5432374892   ,6,Moscow,Moscow
5432374893   ,6,Moscow,Moscow
5432374893   ,6,Moscow,Moscow
5432374894   ,6,Moscow,Moscow
5432374894   ,6,Moscow,Moscow
5432374895   ,6,Moscow,Moscow
5432374895   ,6,Moscow,Moscow
5432374896   ,6,Moscow,Moscow
5432374896   ,6,Moscow,Moscow
5432374897   ,6,Moscow,Moscow
5432374897   ,6,Moscow,Moscow
5432374898   ,6,Moscow,Moscow
5432374898   ,6,Moscow,Moscow
5432374899   ,6,Moscow,Moscow
5432374899   ,6,Moscow,Moscow
5432374900   ,6,Moscow,Moscow
5432374900   ,6,Moscow,Moscow
5432374901   ,6,Moscow,Moscow
5432374901   ,6,Moscow,Moscow
5432374902   ,6,Moscow,Moscow
5432374902   ,6,Moscow,Moscow
5432374903   ,6,Moscow,Moscow
5432374903   ,6,Moscow,Moscow
5432374904   ,6,Moscow,Moscow
5432374904   ,6,Moscow,Moscow
5432374905   ,6,Moscow,Moscow
5432374905   ,6,Moscow,Moscow
5432374906   ,6,Moscow,Moscow
5432374906   ,6,Moscow,Moscow
5432374907   ,6,Moscow,Moscow
5432374907   ,6,Moscow,Moscow
5432374908   ,6,Moscow,Moscow
5432374908   ,6,Moscow,Moscow
5432374909   ,6,Moscow,Moscow
5432374909   ,6,Moscow,Moscow
5432374910   ,6,Moscow,Moscow
5432374910   ,6,Moscow,Moscow
5432374911   ,6,Moscow,Moscow
5432374911   ,6,Moscow,Moscow
5432374912   ,6,Moscow,Moscow
5432374912   ,6,Moscow,Moscow
5432374913   ,6,Moscow,Moscow
5432374913   ,6,Moscow,Moscow
5432374914   ,6,Moscow,Moscow
5432374914   ,6,Moscow,Moscow
5432374915   ,6,Moscow,Moscow
5432374915   ,6,Moscow,Moscow
5432374916   ,6,Moscow,Moscow
5432374916   ,6,Moscow,Moscow
5432374917   ,6,Moscow,Moscow
5432374917   ,6,Moscow,Moscow
5432374918   ,6,Moscow,Moscow
5432374918   ,6,Moscow,Moscow
5432374919   ,6,Moscow,Moscow
5432374919   ,6,Moscow,Moscow
5432374920   ,6,Moscow,Moscow
5432374920   ,6,Moscow,Moscow
5432374921   ,6,Moscow,Moscow
5432374921   ,6,Moscow,Moscow
5432374922   ,6,Moscow,Moscow
5432374922   ,6,Moscow,Moscow
5432374923   ,6,Moscow,Moscow
5432374923   ,6,Moscow,Moscow
5432374924   ,6,Moscow,Moscow
5432374924   ,6,Moscow,Moscow
5432374925   ,6,Moscow,Moscow
5432374925   ,6,Moscow,Moscow
5432374926   ,6,Moscow,Moscow
5432374926   ,6,Moscow,Moscow
5432374927   ,6,Moscow,Moscow
5432374927   ,6,Moscow,Moscow
5432374928   ,6,Moscow,Moscow
5432374928   ,6,Moscow,Moscow
5432374929   ,6,Moscow,Moscow
5432374929   ,6,Moscow,Moscow
5432374930   ,6,Moscow,Moscow
5432374930   ,6,Moscow,Moscow
5432374931   ,6,Moscow,Moscow
5432374931   ,6,Moscow,Moscow
5432374932   ,6,Moscow,Moscow
5432374932   ,6,Moscow,Moscow
5432374933   ,6,Moscow,Moscow
5432374933   ,6,Moscow,Moscow
5432374934   ,6,Moscow,Moscow
5432374934   ,6,Moscow,Moscow
5432374935   ,6,Moscow,Moscow
5432374935   ,6,Moscow,Moscow
5432374936   ,6,Moscow,Moscow
5432374936   ,6,Moscow,Moscow
5432374937   ,6,Moscow,Moscow
5432374937   ,6,Moscow,Moscow
5432374938   ,6,Moscow,Moscow
5432374938   ,6,Moscow,Moscow
5432374939   ,6,Moscow,Moscow
5432374939   ,6,Moscow,Moscow
5432374940   ,6,Moscow,Moscow
5432374940   ,6,Moscow,Moscow
5432374941   ,6,Moscow,Moscow
5432374941   ,6,Moscow,Moscow
5432374942   ,6,Moscow,Moscow
5432374942   ,6,Moscow,Moscow
5432374943   ,6,Moscow,Moscow
5432374943   ,6,Moscow,Moscow
5432374944   ,6,Moscow,Moscow
5432374944   ,6,Moscow,Moscow
5432374945   ,6,Moscow,Moscow
5432374945   ,6,Moscow,Moscow
5432374946   ,6,Moscow,Moscow
5432374946   ,6,Moscow,Moscow
5432374947   ,6,Moscow,Moscow
5432374947   ,6,Moscow,Moscow
5432374948   ,6,Moscow,Moscow
5432374948   ,6,Moscow,Moscow
5432374949   ,6,Moscow,Moscow
5432374949   ,6,Moscow,Moscow
5432374950   ,6,Moscow,Moscow
5432374950   ,6,Moscow,Moscow
5432374951   ,6,Moscow,Moscow
5432374951   ,6,Moscow,Moscow
5432374952   ,6,Moscow,Moscow
5432374952   ,6,Moscow,Moscow
5432374953   ,6,Moscow,Moscow
5432374953   ,6,Moscow,Moscow
5432374954   ,6,Moscow,Moscow
5432374954   ,6,Moscow,Moscow
5432374955   ,6,Moscow,Moscow
5432374955   ,6,Moscow,Moscow
5432374956   ,6,Moscow,Moscow
5432374956   ,6,Moscow,Moscow
5432374957   ,6,Moscow,Moscow
5432374957   ,6,Moscow,Moscow
5432374958   ,6,Moscow,Moscow
5432374958   ,6,Moscow,Moscow
5432374959   ,6,Moscow,Moscow
5432374959   ,6,Moscow,Moscow
5432374960   ,6,Moscow,Moscow
5432374960   ,6,Moscow,Moscow
5432374961   ,6,Moscow,Moscow
5432374961   ,6,Moscow,Moscow
5432374962   ,6,Moscow,Moscow
5432374962   ,6,Moscow,Moscow
5432374963   ,6,Moscow,Moscow
5432374963   ,6,Moscow,Moscow
5432374964   ,6,Moscow,Moscow
5432374964   ,6,Moscow,Moscow
5432374965   ,6,Moscow,Moscow
5432374965   ,6,Moscow,Moscow
5432374966   ,6,Moscow,Moscow
